image,text,clean_text,dataset,is_total_line,price,date
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,3.11,3.11,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,KILAT' ECO AUTO NASH &NAX EW-1000-1L,kilat eco auto nash nax ew10001l,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,WA44-A - 12,wa44a  12,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,9555916500126,9555916500126,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,1 X 4.62,1 x 4.62,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,4.62,4.62,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,WD40 277m1 M00 2572,wd40 277m1 m00 2572,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,WA43-A - 24,wa43a  24,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,079567600084,079567600084,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,1 X 11.23 11.23,1 x 11.23 11.23,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,KLEENSO AJAIB 99 SERAI WANYI 900G,kleenso ajaib 99 serai wanyi 900g,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,WDO0 - 15,wdo0  15,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,9555651400385,9555651400385,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,1 X 7.45,1 x 7.45,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,7.45,7.45,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,HanDKerChIEF 71386#2PCS,handkerchief 713862pcs,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,PI12PJ11-4 -6/300,pi12pj114 6/300,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,9090822,9090822,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,1 X 4.50,1 x 4.50,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,4.50,4.50,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,Item(s) : 5,items : 5,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,Qty(s) : 5,qtys : 5,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,Total,total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,RM 30.91,rm 30.91,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,ROUNDING ADJUStMENT,rounding adjustment,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,-RM 0.01,rm 0.01,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,Total rounded,total rounded,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,RM 30.90,rm 30.90,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,CASH,cash,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,30.9,30.9,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,RM 51.00,rm 51.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,CHANGE,change,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,RM 20.10,rm 20.10,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,18-11-18 13:58 SH01 ZI53,181118 13:58 sh01 zi53,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,T2 R000002902,t2 r000002902,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,Operator trainee cashieR,operator trainee cashier,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,exchange are allowed Within,exchange are allowed within,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,7 DAYS WITH RECEIPT.,7 days with receipt.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469623.jpg,STRICTLY NO CASH REFUND.,strictly no cash refund.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,tan chay yee,tan chay yee,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,ABC HO TRADING,abc ho trading,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,"No.2&4, JALAN HARMONI 3/2,",no.24 jalan harmoni 3/2,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,TAMAN DESA HARMONI.,taman desa harmoni.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,81100 JOHOR BAHRU.JOHOR,81100 johor bahru.johor,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,07-355 2616,07355 2616,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Cash Bill : 01-143008,cash bill : 01143008,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Date,date,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,.,.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,09/01/2019 8:01:11 PM,09/01/2019 8:01:11 pm,sroie,False,,09/01/2019
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Cashier : 01,cashier : 01,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Description,description,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Qty,qty,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Price,price,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Amount,amount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,RM,rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,RM,rm,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Plastic,plastic,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,2,2,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,15.50,15.50,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,31.00,31.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Total,total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,31 00,31 00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Total Amount:,total amount:,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,31.00,31.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Cash Received:,cash received:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,101.00,101.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,Change :,change :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,70.00,70.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,*Goods Sold are non-refundable,goods sold are nonrefundable,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,***Thank You**,thank you,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469669.jpg,***please Come Again***,please come again,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,tan chay yee,tan chay yee,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,SOON HUAT MACHINERY ENTERPRISE,soon huat machinery enterprise,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,(JM0352019-K),jm0352019k,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,NO.53 JALAN PUTRA 1.,no.53 jalan putra 1.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,TAMAN SRI PUTRA.,taman sri putra.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,81200 JOHOR BAHRU,81200 johor bahru,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,JOHOR,johor,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,TEL: 07-5547360/016-7993391 FAX:07-5624059,tel: 075547360/0167993391 fax:075624059,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,SOONHUAT2000@HOTMAIL.COM,soonhuat2000hotmail.com,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,GST ID : 002116837376,gst id : 002116837376,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,CASH SALES,cash sales,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Doc No.,doc no.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,: CS00004040,: cs00004040,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Date: 11/01/2019,date: 11/01/2019,sroie,False,,11/01/2019
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Cashier,cashier,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,: USER,: user,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Time: 09:44:00,time: 09:44:00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Salesperson:,salesperson:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Ref.:,ref.:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Item,item,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Qty,qty,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,S/Price,s/price,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,S/Price,s/price,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Amount,amount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Tax,tax,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1072,1072,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,80.00,80.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,80.00,80.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,80.00,80.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,REPAIR ENGINE POWER SPRAYER (1UNIT),repair engine power sprayer 1unit,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,workmanship & service,workmanship  service,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,70549,70549,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,160.00,160.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,160.00,160.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,160.00,160.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,GIANT 606 OVERFLOW ASSY,giant 606 overflow assy,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1071,1071,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,17.00,17.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,17.00,17.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,17.00,17.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,ENGINE OIL,engine oil,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,70791,70791,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,GREASE FOR TOOLS 40ML (AKODA),grease for tools 40ml akoda,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,70637,70637,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,6.00,6.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,6.00,6.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,6.00,6.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,EY20 PLUG CHAMPION,ey20 plug champion,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1643,1643,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,8.00,8.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,8.00,8.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,8.00,8.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,STARTER TALI,starter tali,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,70197,70197,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,1,1,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,10.00,10.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,EY20 STARTER HANDLE,ey20 starter handle,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,70561,70561,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,2,2,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,18.00,18.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,18.00,18.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,36.00,36.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,HD40 1L COTIN,hd40 1l cotin,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Total Qty,total qty,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,9,9,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,327 00,327 00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Total Sales:,total sales:,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,327.00,327.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Discount,discount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Total,total,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Rounding:,rounding:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Total Sales :,total sales :,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,327.00,327.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,CASH :,cash :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,327.00,327.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,Change :,change :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469672.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,tan chay yee,tan chay yee,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,S.H.H. MOTOR ( SUNGAI RENGIT  SDN. BHD.,s.h.h. motor  sungai rengit  sdn. bhd.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,(801580-T,801580t,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,"No. 343, Jalan Kurau, Sungai Rengit,",no. 343 jalan kurau sungai rengit,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,"81620 Pengerang, Johor.",81620 pengerang johor.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,Tel: 07-8263254 Fax: 07-8266888,tel: 078263254 fax: 078266888,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,INVOICE,invoice,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,ITEM/DESC.,item/desc.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,QTY U.PRICE RM(TOTAL),qty u.price rmtotal,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,4132,4132,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,1 20.00,1 20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,20.00,20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,CROCS 300X17 TUBES,crocs 300x17 tubes,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,SUB TOTAL:,sub total:,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,20.00,20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,ROUNDING ADJUSTMENT:,rounding adjustment:,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,GRAND TOTAL :,grand total :,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,20.00,20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,CASH :,cash :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,20.00,20.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,CHANGE :,change :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,"23-01-2019 13:14:15 PM, PRINT BY: root",23012019 13:14:15 pm print by: root,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,"TOEN NO: 0, STATION D: A1, PID: POS",toen no: 0 station d: a1 pid: pos,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,INVOICE NO: 22497,invoice no: 22497,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,Thanks Your Support,thanks your support,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X00016469676.jpg,2.00,2.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,THANK YOU.,thank you.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GOODS SOLD ARE NOT RETURNABLE.,goods sold are not returnable.,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,6.37,6.37,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,106.10,106.10,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Total:,total:,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,SR,sr,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,6.37,6.37,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,1L90L,1l90l,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,g,g,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,%,,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,ap ce,ap ce,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GST,gst,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Amount,amount,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,GST SUMMARY,gst summary,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,0.00,0.00,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Change (RM) :,change rm :,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,112.45,112.45,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,: HSAo,: hsao,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,112.46,112.46,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,Total (RM) :,total rm :,sroie,True,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,-0.02,0.02,sroie,False,,
E:\Projects_AI_ML\docfusion\data\raw\SROIE2019\train\img\X51005200938.jpg,RoundIng (RM) :,rounding rm :,sroie,False,,
